,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
977,satisfied,Male,Loyal Customer,53,Business travel,Business,3024,5,5,5,5,4,4,5,5,5,5,5,5,5,3,2,0.0
978,satisfied,Female,Loyal Customer,55,Business travel,Business,3219,1,1,1,1,3,5,4,5,5,5,5,3,5,5,73,68.0
979,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2059,0,4,0,3,1,0,1,1,3,5,4,3,4,1,2,0.0
980,dissatisfied,Female,Loyal Customer,39,Personal Travel,Business,324,4,5,4,3,4,5,4,3,3,4,3,5,3,5,62,58.0
981,satisfied,Male,Loyal Customer,56,Business travel,Eco,2579,5,2,2,2,5,5,5,5,3,1,4,3,2,5,65,95.0
982,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,1808,0,0,0,1,5,0,5,5,2,2,3,1,5,5,0,0.0
983,satisfied,Female,Loyal Customer,36,Business travel,Eco,1931,5,4,4,4,5,5,5,5,5,2,2,1,2,5,0,0.0
984,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2058,3,3,3,2,3,3,3,3,1,2,2,3,4,3,0,0.0
985,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,97,5,5,5,5,5,1,3,5,5,5,5,3,5,1,0,0.0
986,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2433,2,2,3,2,4,4,4,4,5,3,5,3,5,4,0,0.0
987,satisfied,Male,Loyal Customer,49,Business travel,Eco Plus,1410,4,2,2,2,5,4,5,5,5,1,5,1,4,5,0,0.0
988,dissatisfied,Male,disloyal Customer,24,Business travel,Eco,3056,2,2,2,5,4,2,5,4,4,3,4,3,5,4,0,0.0
989,satisfied,Female,Loyal Customer,24,Business travel,Eco,2753,4,3,3,3,4,4,4,4,3,4,2,5,5,4,5,2.0
990,satisfied,Female,Loyal Customer,51,Business travel,Business,287,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0.0
991,satisfied,Female,Loyal Customer,43,Business travel,Business,1712,4,4,4,4,5,4,4,5,5,4,5,4,5,5,0,4.0
992,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1064,3,3,3,2,5,3,5,5,1,5,1,2,1,5,10,5.0
993,satisfied,Male,Loyal Customer,50,Business travel,Business,1434,5,5,5,5,5,5,5,4,4,4,4,5,4,5,33,36.0
994,satisfied,Male,Loyal Customer,29,Business travel,Business,4481,3,3,3,3,4,5,4,4,5,4,5,2,4,4,0,0.0
995,satisfied,Female,disloyal Customer,22,Business travel,Eco,1228,4,0,4,2,3,4,3,3,3,2,5,4,4,3,0,0.0
996,dissatisfied,Female,Loyal Customer,44,Business travel,Eco,4289,2,1,1,1,2,2,2,4,4,1,2,2,1,2,160,149.0
997,satisfied,Female,Loyal Customer,57,Business travel,Business,1790,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0.0
998,dissatisfied,Female,Loyal Customer,33,Business travel,Eco,2226,2,1,1,1,2,2,2,2,2,4,3,4,3,2,0,0.0
999,satisfied,Male,Loyal Customer,36,Business travel,Business,2400,2,2,2,2,5,4,5,4,4,4,5,5,4,5,0,0.0
1000,satisfied,Male,Loyal Customer,49,Business travel,Business,1865,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0
1001,dissatisfied,Male,Loyal Customer,76,Business travel,Business,3274,3,2,2,2,1,1,2,3,3,3,3,1,3,4,0,18.0
1002,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1230,2,2,2,2,5,4,4,3,3,2,3,3,3,5,0,0.0
1003,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1914,3,0,3,2,3,3,4,3,5,3,5,3,4,3,28,16.0
1004,satisfied,Female,Loyal Customer,33,Business travel,Eco,2511,5,3,3,3,5,5,5,2,3,1,5,5,1,5,232,238.0
1005,dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,997,4,5,4,3,1,5,5,4,4,4,4,2,4,3,0,93.0
1006,dissatisfied,Male,Loyal Customer,26,Business travel,Business,1598,3,3,3,3,3,3,3,3,2,5,3,3,3,3,22,28.0
1007,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1852,3,2,3,3,2,3,2,2,1,1,3,2,4,2,10,7.0
1008,dissatisfied,Female,Loyal Customer,24,Business travel,Business,4158,4,4,4,4,4,4,4,4,3,1,4,4,3,4,3,0.0
1009,satisfied,Female,disloyal Customer,58,Business travel,Business,1878,5,4,4,4,5,5,5,5,3,4,5,4,4,5,0,0.0
1010,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,2193,5,1,5,5,5,4,5,4,4,4,4,4,4,4,2,0.0
1011,dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1816,1,0,1,5,2,1,2,2,3,1,3,1,1,2,0,0.0
1012,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1754,2,1,2,4,2,2,2,2,1,3,4,3,3,2,40,33.0
1013,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1771,5,4,5,1,4,4,5,4,4,5,4,5,4,5,33,27.0
1014,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1758,4,4,4,2,4,4,4,4,2,4,3,2,3,4,0,0.0
1015,dissatisfied,Female,Loyal Customer,22,Personal Travel,Eco,4272,4,5,3,4,5,3,5,5,2,4,1,5,5,5,0,0.0
1016,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco Plus,1778,4,5,4,2,4,4,3,4,3,2,4,5,4,4,13,14.0
1017,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1630,4,2,4,4,3,4,3,3,3,2,3,4,4,3,5,0.0
1018,dissatisfied,Female,disloyal Customer,65,Business travel,Business,1836,2,2,2,1,3,2,3,3,4,2,5,3,4,3,0,0.0
1019,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,829,2,3,2,3,5,2,5,5,4,2,4,3,4,5,57,52.0
1020,dissatisfied,Female,Loyal Customer,54,Business travel,Eco,651,4,4,4,4,4,3,4,4,4,4,4,4,4,4,8,6.0
1021,satisfied,Female,Loyal Customer,36,Business travel,Business,3650,1,1,1,1,1,2,2,4,4,4,4,2,4,1,29,27.0
1022,satisfied,Female,Loyal Customer,37,Business travel,Eco Plus,1517,4,5,5,5,4,4,4,4,4,5,4,4,2,4,0,0.0
1023,dissatisfied,Female,Loyal Customer,48,Business travel,Business,256,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0.0
1024,satisfied,Female,disloyal Customer,20,Business travel,Eco,2238,4,3,4,4,5,4,5,5,3,3,5,5,5,5,0,0.0
1025,satisfied,Male,Loyal Customer,50,Business travel,Eco Plus,1216,5,3,3,3,5,5,5,5,3,5,1,2,3,5,0,11.0
1026,satisfied,Male,Loyal Customer,41,Business travel,Business,94,1,1,1,1,3,2,2,4,4,5,4,5,4,2,0,15.0
1027,dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,1472,3,5,3,1,2,3,3,2,4,5,5,5,5,2,57,54.0
1028,satisfied,Female,disloyal Customer,23,Business travel,Business,2138,0,1,0,3,1,0,5,1,4,5,4,5,4,1,6,0.0
1029,satisfied,Male,Loyal Customer,21,Business travel,Business,1868,3,3,3,3,5,5,5,5,1,1,4,3,5,5,0,0.0
1030,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1977,1,5,1,2,2,1,5,2,4,4,4,5,5,2,0,0.0
1031,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,1868,2,2,2,2,1,2,1,1,3,1,3,4,2,1,0,0.0
1032,satisfied,Male,Loyal Customer,36,Business travel,Business,1404,3,3,3,3,4,5,4,3,3,2,3,3,3,4,0,0.0
1033,dissatisfied,Male,Loyal Customer,41,Business travel,Eco Plus,2202,1,5,5,5,1,1,1,1,3,1,3,2,4,1,0,0.0
1034,satisfied,Female,Loyal Customer,41,Business travel,Business,237,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0.0
1035,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1203,5,5,5,5,4,4,4,4,5,5,3,2,2,4,15,5.0
1036,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1260,5,4,0,4,2,0,2,2,4,2,2,3,5,2,0,2.0
1037,satisfied,Male,Loyal Customer,41,Business travel,Eco,1936,5,4,4,4,5,5,5,5,1,4,1,4,1,5,0,0.0
1038,dissatisfied,Female,disloyal Customer,32,Business travel,Eco,1719,3,3,3,4,3,3,3,3,4,3,3,4,3,3,26,30.0
1039,dissatisfied,Female,Loyal Customer,66,Business travel,Eco,2168,4,4,4,4,4,2,3,4,4,4,4,1,4,3,1,0.0
1040,satisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,3352,4,5,3,3,3,3,3,3,4,1,4,3,5,3,0,0.0
1041,satisfied,Female,Loyal Customer,57,Business travel,Business,3135,2,2,2,2,2,5,5,4,4,4,4,4,4,5,0,0.0
1042,satisfied,Female,Loyal Customer,40,Business travel,Business,3449,3,3,3,3,3,5,5,5,5,5,5,3,5,4,5,0.0
1043,dissatisfied,Female,Loyal Customer,31,Business travel,Eco,1772,1,2,2,2,1,1,1,1,1,1,3,3,4,1,0,20.0
1044,dissatisfied,Male,Loyal Customer,64,Business travel,Eco Plus,1451,3,2,4,4,3,3,3,3,4,3,4,2,3,3,0,0.0
1045,dissatisfied,Female,disloyal Customer,13,Business travel,Eco,2421,2,2,2,3,2,2,2,2,3,4,4,2,3,2,18,0.0
1046,satisfied,Male,Loyal Customer,49,Business travel,Business,1619,2,2,2,2,2,3,4,5,5,5,5,5,5,4,0,0.0
1047,satisfied,Male,Loyal Customer,52,Business travel,Business,3397,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.0
1048,satisfied,Female,Loyal Customer,56,Business travel,Business,875,3,3,1,3,4,5,5,4,4,4,4,4,4,3,0,0.0
1049,satisfied,Male,Loyal Customer,57,Business travel,Business,381,2,2,5,2,5,4,4,4,4,4,4,4,4,3,0,0.0
1050,satisfied,Female,Loyal Customer,43,Business travel,Business,1061,2,2,2,2,2,4,5,5,5,5,5,4,5,5,77,119.0
1051,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1890,3,3,5,3,4,4,4,4,5,3,4,3,5,4,39,17.0
1052,dissatisfied,Female,Loyal Customer,27,Business travel,Business,4758,4,2,2,2,4,3,4,4,1,5,3,1,4,4,59,69.0
1053,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1979,1,1,1,1,3,4,4,4,4,4,4,5,4,4,20,13.0
1054,dissatisfied,Male,Loyal Customer,61,Business travel,Eco,1420,2,4,4,4,2,2,2,2,2,5,3,1,3,2,0,0.0
1055,satisfied,Female,Loyal Customer,38,Business travel,Business,4008,5,5,5,5,4,2,2,5,5,5,5,5,5,5,0,0.0
1056,satisfied,Male,Loyal Customer,35,Business travel,Business,2494,5,5,5,5,4,4,4,5,5,4,4,4,5,4,40,64.0
1057,dissatisfied,Female,Loyal Customer,61,Personal Travel,Eco,1946,4,5,4,3,4,5,4,2,2,4,5,5,2,3,0,0.0
1058,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1474,4,4,4,4,5,2,3,4,4,4,4,3,4,4,47,45.0
1059,satisfied,Male,Loyal Customer,56,Business travel,Business,2721,3,3,3,3,5,5,4,2,2,2,2,5,2,3,0,3.0
1060,dissatisfied,Male,Loyal Customer,58,Business travel,Business,1864,3,3,3,3,2,4,3,1,1,1,3,2,1,4,0,0.0
1061,dissatisfied,Male,disloyal Customer,25,Business travel,Business,1848,4,0,5,1,4,5,4,4,4,4,5,5,5,4,24,17.0
1062,satisfied,Male,Loyal Customer,56,Business travel,Business,2089,3,3,2,3,3,4,4,2,2,2,2,3,2,4,0,0.0
1063,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,2627,5,5,5,5,5,5,5,5,4,2,1,4,4,5,0,7.0
1064,dissatisfied,Male,Loyal Customer,32,Personal Travel,Business,2105,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0,0.0
1065,dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1135,3,3,3,2,1,3,1,1,4,1,4,5,2,1,0,6.0
1066,satisfied,Male,Loyal Customer,49,Business travel,Business,3289,4,4,4,4,2,4,4,5,5,5,5,5,5,3,21,0.0
1067,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,425,4,4,4,4,2,4,1,4,4,4,4,1,4,5,0,0.0
1068,dissatisfied,Male,disloyal Customer,46,Business travel,Business,4015,3,3,3,4,4,3,4,4,4,2,3,5,4,4,7,
1069,dissatisfied,Female,Loyal Customer,39,Business travel,Business,2636,1,5,5,5,1,1,1,2,1,4,3,1,2,1,0,0.0
1070,dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,1222,4,5,4,2,2,4,5,5,5,4,5,5,5,3,4,13.0
1071,dissatisfied,Male,Loyal Customer,51,Business travel,Eco Plus,1834,3,3,3,3,3,3,3,3,2,1,4,3,4,3,0,0.0
1072,dissatisfied,Male,disloyal Customer,25,Business travel,Eco Plus,1859,3,4,2,4,2,2,1,2,3,3,4,4,3,2,25,26.0
1073,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,889,3,3,3,3,5,4,4,5,5,5,5,5,5,3,6,25.0
1074,satisfied,Male,Loyal Customer,46,Business travel,Eco,950,4,5,5,5,4,4,4,4,5,2,2,5,2,4,4,8.0
1075,dissatisfied,Female,Loyal Customer,44,Business travel,Business,2818,3,5,5,5,4,3,4,3,3,3,3,3,3,3,12,0.0
1076,dissatisfied,Female,Loyal Customer,38,Business travel,Business,744,2,1,1,1,1,4,3,2,2,2,2,4,2,3,4,6.0
1077,satisfied,Male,Loyal Customer,30,Business travel,Business,5277,1,1,5,1,4,4,4,4,4,1,4,1,5,4,57,39.0
1078,satisfied,Male,Loyal Customer,52,Business travel,Business,1564,3,3,3,3,2,2,5,4,4,4,4,1,4,4,0,0.0
1079,dissatisfied,Male,Loyal Customer,54,Business travel,Eco,1716,1,4,4,4,2,1,2,2,4,1,3,4,4,2,0,21.0
1080,dissatisfied,Female,Loyal Customer,38,Business travel,Business,3831,1,1,0,4,5,4,4,4,4,1,4,1,4,1,0,0.0
1081,satisfied,Female,Loyal Customer,46,Business travel,Business,2463,1,1,1,1,3,5,5,4,4,4,4,5,4,5,11,17.0
1082,satisfied,Male,Loyal Customer,38,Business travel,Business,3700,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0.0
1083,satisfied,Male,Loyal Customer,55,Business travel,Business,73,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0.0
1084,satisfied,Male,Loyal Customer,57,Business travel,Business,3346,2,2,4,2,2,5,5,4,4,5,4,4,4,4,48,66.0
1085,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,695,1,1,5,1,5,5,5,3,2,5,5,5,4,5,11,6.0
1086,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2471,2,5,2,5,3,2,3,3,4,3,5,4,5,3,0,0.0
1087,dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1822,3,5,3,3,3,3,3,3,4,3,3,2,5,3,0,13.0
1088,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1653,3,2,2,2,3,3,3,3,2,5,4,3,2,3,14,24.0
1089,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2810,3,4,3,1,4,3,4,4,4,5,5,3,4,4,44,30.0
1090,satisfied,Female,Loyal Customer,33,Business travel,Business,3074,5,5,5,5,2,5,5,5,5,5,5,3,5,3,39,25.0
1091,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2766,1,5,1,1,1,1,1,1,5,2,5,4,5,1,0,13.0
1092,dissatisfied,Male,Loyal Customer,36,Business travel,Eco,2981,2,5,1,5,2,2,2,2,2,5,2,4,3,2,0,0.0
1093,satisfied,Female,disloyal Customer,25,Business travel,Business,1439,4,0,4,4,5,4,5,5,4,3,4,3,5,5,59,58.0
1094,satisfied,Female,Loyal Customer,51,Business travel,Business,1689,5,5,5,5,3,3,5,4,4,4,4,5,4,5,0,0.0
1095,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2069,5,2,5,5,4,5,5,3,3,4,5,5,5,5,0,7.0
1096,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1064,2,2,2,2,5,4,4,5,5,5,5,3,5,4,11,0.0
1097,dissatisfied,Male,disloyal Customer,34,Business travel,Business,2480,1,0,0,3,1,0,1,1,4,3,5,4,4,1,0,0.0
1098,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1629,1,2,1,4,4,1,4,4,2,1,4,3,4,4,119,119.0
1099,satisfied,Female,Loyal Customer,39,Business travel,Business,705,1,1,1,1,5,5,4,3,3,3,3,4,3,4,21,16.0
1100,satisfied,Male,Loyal Customer,39,Business travel,Business,1594,2,2,2,2,3,3,5,4,4,5,4,3,4,5,2,0.0
1101,satisfied,Male,Loyal Customer,33,Business travel,Business,3121,5,5,5,5,4,4,4,4,4,2,5,3,4,4,1,14.0
1102,satisfied,Female,Loyal Customer,55,Business travel,Business,2127,2,2,4,2,5,4,4,4,4,4,4,4,4,4,2,0.0
1103,satisfied,Male,Loyal Customer,55,Business travel,Business,2527,1,1,1,1,4,4,4,4,2,4,5,4,5,4,15,27.0
1104,satisfied,Male,Loyal Customer,59,Business travel,Business,1966,4,4,4,4,3,4,5,5,5,5,4,4,5,3,0,0.0
1105,dissatisfied,Male,disloyal Customer,43,Business travel,Eco,1503,3,0,3,3,3,3,3,3,1,4,1,1,1,3,8,0.0
1106,satisfied,Male,Loyal Customer,48,Business travel,Business,520,5,5,5,5,4,5,5,5,5,5,5,3,5,4,1,0.0
1107,dissatisfied,Female,Loyal Customer,55,Personal Travel,Eco,460,3,5,3,4,4,5,5,4,4,3,2,4,4,3,0,0.0
1108,satisfied,Female,Loyal Customer,44,Business travel,Business,1532,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0.0
1109,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2530,1,3,0,3,2,0,2,2,5,4,2,5,2,2,0,0.0
1110,dissatisfied,Male,disloyal Customer,39,Business travel,Eco,2023,1,0,1,5,4,1,5,4,2,1,2,3,4,4,12,0.0
1111,satisfied,Male,Loyal Customer,45,Business travel,Business,3842,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0
1112,dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1848,1,0,1,4,1,1,1,1,4,2,5,3,5,1,0,0.0
1113,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2019,2,4,2,1,1,2,1,1,5,4,5,5,5,1,0,0.0
1114,satisfied,Female,Loyal Customer,46,Business travel,Business,444,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0
1115,satisfied,Male,Loyal Customer,55,Business travel,Business,4165,3,1,3,3,4,4,5,4,4,4,4,4,4,4,130,127.0
1116,dissatisfied,Female,Loyal Customer,55,Personal Travel,Eco,1900,4,4,4,2,2,3,5,5,5,4,5,4,5,3,0,0.0
1117,satisfied,Male,Loyal Customer,35,Business travel,Eco Plus,2646,3,3,3,3,3,3,3,3,5,3,2,1,4,3,0,0.0
1118,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,1584,2,2,2,4,5,2,5,5,4,2,4,2,4,5,0,5.0
1119,dissatisfied,Female,Loyal Customer,36,Business travel,Business,2223,3,3,3,3,3,4,3,2,2,2,3,1,2,2,0,0.0
1120,satisfied,Male,Loyal Customer,47,Business travel,Business,425,5,5,5,5,2,4,4,4,4,4,4,4,4,4,6,7.0
1121,dissatisfied,Male,disloyal Customer,34,Business travel,Business,1700,2,3,3,1,4,3,4,4,5,4,5,3,4,4,94,82.0
1122,satisfied,Female,Loyal Customer,38,Business travel,Eco Plus,1893,5,4,3,4,5,5,5,5,4,1,1,2,3,5,0,0.0
1123,satisfied,Male,Loyal Customer,22,Business travel,Eco Plus,1633,5,1,1,1,5,5,3,5,2,4,5,2,3,5,0,0.0
1124,dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1987,3,4,3,4,5,3,5,5,5,1,4,2,2,5,5,2.0
1125,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1769,2,3,1,3,1,1,1,1,1,1,4,3,4,1,0,0.0
1126,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,445,5,2,2,2,5,4,3,5,5,5,5,5,5,3,54,55.0
1127,dissatisfied,Female,Loyal Customer,55,Business travel,Business,3326,1,3,3,3,5,2,2,1,1,1,1,2,1,2,68,52.0
1128,satisfied,Female,Loyal Customer,49,Business travel,Business,3645,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0
1129,satisfied,Male,Loyal Customer,59,Business travel,Business,438,5,5,4,5,5,5,4,4,4,4,4,4,4,5,19,13.0
1130,dissatisfied,Female,Loyal Customer,48,Business travel,Eco,911,2,3,3,3,1,4,3,2,2,2,2,1,2,2,0,4.0
1131,satisfied,Female,Loyal Customer,47,Business travel,Business,1722,5,5,5,5,4,5,4,3,3,4,3,3,3,5,5,18.0
1132,satisfied,Female,Loyal Customer,38,Business travel,Business,329,1,1,1,1,3,5,4,5,5,5,5,4,5,5,2,0.0
1133,dissatisfied,Male,Loyal Customer,51,Business travel,Eco,2068,1,3,3,3,1,1,1,1,4,2,4,3,3,1,0,0.0
1134,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1997,1,5,1,2,5,1,5,5,4,4,4,1,3,5,0,0.0
1135,dissatisfied,Male,Loyal Customer,16,Business travel,Business,4937,3,5,5,5,3,3,3,3,1,5,4,1,3,3,0,0.0
1136,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1678,3,5,3,4,1,3,1,1,5,4,4,3,1,1,9,0.0
1137,satisfied,Male,Loyal Customer,29,Business travel,Business,3590,4,4,4,4,3,3,3,3,5,2,5,2,4,3,0,0.0
1138,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1498,2,4,3,3,4,3,4,4,4,3,5,4,5,4,1,10.0
1139,dissatisfied,Male,Loyal Customer,77,Business travel,Eco,3881,3,4,4,4,3,3,3,4,2,1,2,3,2,3,0,14.0
1140,satisfied,Male,Loyal Customer,42,Business travel,Business,805,4,1,4,4,5,5,5,3,3,3,3,3,3,3,6,1.0
1141,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1767,2,2,2,2,2,1,1,4,4,4,4,3,4,4,18,0.0
1142,dissatisfied,Male,disloyal Customer,34,Business travel,Business,3175,3,3,3,2,2,3,2,2,5,4,5,5,5,2,12,0.0
1143,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2090,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0.0
1144,satisfied,Male,disloyal Customer,18,Business travel,Eco,1937,4,0,4,3,5,4,3,5,4,1,5,1,5,5,0,1.0
1145,dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1757,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6.0
1146,satisfied,Male,disloyal Customer,22,Business travel,Eco,4109,5,5,5,3,3,5,3,3,5,4,4,2,5,3,0,0.0
1147,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1925,2,4,2,1,4,2,4,4,3,4,4,3,4,4,23,8.0
1148,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,4065,3,4,3,5,3,5,5,3,4,4,4,5,5,5,332,
1149,satisfied,Male,Loyal Customer,33,Business travel,Business,4903,3,3,3,3,4,4,4,4,4,5,5,3,5,4,0,0.0
1150,dissatisfied,Male,disloyal Customer,11,Business travel,Eco,2667,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18.0
1151,satisfied,Female,Loyal Customer,51,Business travel,Business,965,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0.0
1152,satisfied,Female,Loyal Customer,36,Business travel,Business,96,4,4,4,4,4,2,1,5,5,5,5,3,5,1,12,14.0
1153,dissatisfied,Male,Loyal Customer,27,Business travel,Business,4370,1,0,0,3,5,0,5,5,4,4,2,1,4,5,0,0.0
1154,satisfied,Female,Loyal Customer,38,Personal Travel,Eco Plus,2404,5,5,1,3,1,1,1,1,1,2,2,4,4,1,0,0.0
1155,satisfied,Male,Loyal Customer,48,Business travel,Business,1403,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0
1156,dissatisfied,Female,Loyal Customer,39,Business travel,Business,1450,2,1,1,1,5,3,3,2,2,2,2,2,2,4,0,0.0
1157,satisfied,Female,Loyal Customer,36,Business travel,Business,2818,1,1,1,1,5,5,5,4,4,4,4,5,4,5,32,15.0
1158,dissatisfied,Female,Loyal Customer,45,Business travel,Eco,488,3,4,4,4,2,2,2,2,2,3,2,1,2,3,0,0.0
1159,dissatisfied,Male,disloyal Customer,27,Business travel,Business,3983,4,4,4,3,1,4,1,1,4,4,2,2,3,1,0,0.0
1160,satisfied,Male,Loyal Customer,40,Business travel,Business,3968,1,1,1,1,2,5,4,3,3,4,3,3,3,4,0,0.0
1161,satisfied,Female,Loyal Customer,47,Business travel,Business,2250,4,4,4,4,5,2,1,5,5,5,3,2,5,5,0,0.0
1162,satisfied,Male,Loyal Customer,57,Business travel,Business,1155,4,4,4,4,4,4,5,2,2,2,2,3,2,4,0,0.0
1163,dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2964,2,2,2,1,1,2,1,1,1,3,3,5,3,1,0,10.0
1164,satisfied,Female,disloyal Customer,25,Business travel,Business,2432,4,0,4,2,2,4,2,2,4,5,5,5,4,2,5,0.0
1165,satisfied,Female,Loyal Customer,46,Business travel,Business,2150,2,2,2,2,4,5,5,5,5,5,5,3,5,5,36,6.0
1166,dissatisfied,Female,Loyal Customer,49,Business travel,Eco Plus,749,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,0.0
1167,satisfied,Female,Loyal Customer,44,Business travel,Business,1954,1,1,1,1,5,4,5,3,3,4,3,5,3,5,0,0.0
1168,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,225,4,5,5,5,2,3,4,4,4,4,4,2,4,2,0,0.0
1169,satisfied,Male,Loyal Customer,40,Business travel,Business,1105,3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0.0
1170,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,624,4,2,2,2,4,4,4,4,1,2,4,3,5,4,0,0.0
1171,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,784,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0
1172,satisfied,Male,Loyal Customer,64,Business travel,Business,2512,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0.0
1173,satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,2460,4,4,5,4,1,5,1,5,5,5,5,1,5,3,0,0.0
1174,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1411,5,5,5,5,3,3,3,5,5,4,5,5,5,2,0,0.0
1175,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1465,4,2,2,2,4,4,4,5,3,4,5,4,4,4,0,5.0
1176,satisfied,Female,Loyal Customer,66,Personal Travel,Business,305,4,4,4,4,4,4,4,4,5,2,5,3,4,4,10,7.0
1177,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1523,4,5,4,2,5,4,5,5,4,3,5,3,4,5,70,63.0
1178,satisfied,Female,Loyal Customer,51,Business travel,Business,1523,4,4,4,4,5,2,5,3,3,3,3,2,3,2,4,0.0
1179,dissatisfied,Female,Loyal Customer,69,Business travel,Eco,1132,1,4,4,4,5,4,3,1,1,1,1,1,1,4,24,13.0
