satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1003,satisfied,Female,Loyal Customer,59,Business travel,Business,1716,0,0,0,2,2,5,5,4,4,4,4,3,4,3,34,37.0
1004,dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,1194,4,1,4,4,2,3,4,1,1,4,2,3,1,1,1,4.0
1005,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2035,2,2,2,2,3,5,4,5,5,5,5,3,5,3,106,85.0
1006,dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,1280,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0
1007,satisfied,Female,Loyal Customer,31,Business travel,Business,1002,0,0,0,3,1,1,1,1,3,5,4,2,4,1,0,0.0
1008,satisfied,Male,Loyal Customer,42,Business travel,Business,2461,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,0.0
1009,satisfied,Female,Loyal Customer,56,Business travel,Business,457,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0.0
1010,dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,712,2,4,1,3,3,5,4,4,4,1,4,4,4,3,0,0.0
1011,satisfied,Male,Loyal Customer,50,Business travel,Business,3319,2,2,2,2,1,3,3,4,4,4,4,4,4,2,0,0.0
1012,dissatisfied,Female,disloyal Customer,44,Business travel,Eco Plus,1380,2,2,2,4,5,2,1,5,2,4,3,1,3,5,0,0.0
1013,dissatisfied,Male,Loyal Customer,44,Business travel,Business,2222,2,3,3,3,2,2,2,4,4,2,3,2,1,2,383,386.0
1014,satisfied,Male,Loyal Customer,50,Business travel,Eco Plus,3025,4,1,1,1,4,4,4,4,1,1,2,4,1,4,0,0.0
1015,satisfied,Male,disloyal Customer,21,Business travel,Eco,2267,4,0,4,2,4,4,4,4,4,3,4,3,4,4,0,0.0
1016,dissatisfied,Female,Loyal Customer,68,Personal Travel,Eco,283,3,5,3,4,2,4,5,2,2,3,2,3,2,3,0,0.0
1017,dissatisfied,Female,disloyal Customer,56,Business travel,Eco,2246,3,5,3,3,3,2,2,5,1,2,4,2,1,2,221,215.0
1018,satisfied,Male,Loyal Customer,42,Business travel,Business,3755,1,1,1,1,4,4,4,3,3,3,3,4,3,5,0,0.0
1019,dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2909,4,4,4,4,1,4,1,1,2,3,3,4,4,1,19,4.0
1020,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2407,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0
1021,satisfied,Female,Loyal Customer,50,Business travel,Business,2481,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,4.0
1022,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1216,3,5,3,3,2,3,1,2,5,4,4,3,4,2,70,70.0
1023,satisfied,Male,Loyal Customer,36,Business travel,Business,2720,5,5,5,5,1,5,3,4,4,4,4,4,4,2,0,0.0
1024,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2175,2,2,2,2,5,4,4,5,5,5,5,3,5,5,79,97.0
1025,satisfied,Female,Loyal Customer,37,Business travel,Eco,1445,2,3,3,3,2,2,2,2,2,3,4,3,5,2,0,0.0
1026,satisfied,Male,Loyal Customer,60,Business travel,Business,3813,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0.0
1027,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1752,1,0,1,4,4,1,4,4,1,3,3,1,1,4,0,0.0
1028,satisfied,Male,disloyal Customer,61,Business travel,Business,1481,4,4,4,5,5,4,5,5,5,4,5,3,4,5,0,2.0
1029,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2018,3,4,3,3,4,3,2,4,4,5,5,5,4,4,0,0.0
1030,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2732,1,5,1,4,3,1,3,3,3,4,3,4,5,3,0,0.0
1031,satisfied,Female,disloyal Customer,23,Business travel,Business,1233,5,0,5,5,4,5,4,4,5,5,5,3,5,4,0,0.0
1032,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1929,1,3,0,4,4,0,4,4,2,4,1,4,1,4,99,110.0
1033,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1675,3,2,3,4,3,3,3,3,2,2,3,2,3,3,1,0.0
1034,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,508,5,5,5,1,3,5,4,3,3,5,3,3,3,3,0,0.0
1035,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2210,1,1,1,3,1,1,5,1,4,5,3,3,4,1,2,0.0
1036,dissatisfied,Male,disloyal Customer,27,Business travel,Eco Plus,1305,3,4,4,4,5,4,5,5,1,2,3,2,3,5,0,0.0
1037,dissatisfied,Male,disloyal Customer,35,Business travel,Eco,1400,4,5,4,2,1,4,1,1,5,1,2,2,3,1,0,0.0
1038,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1849,4,4,2,4,1,2,2,4,4,4,4,5,4,3,0,0.0
1039,dissatisfied,Male,Loyal Customer,68,Personal Travel,Business,869,2,4,2,3,5,5,5,5,5,2,5,4,5,3,19,34.0
1040,dissatisfied,Female,Loyal Customer,45,Business travel,Business,2656,3,3,3,3,2,4,4,3,3,3,3,1,3,3,29,17.0
1041,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,2409,0,4,1,3,5,4,5,3,3,1,3,4,3,4,0,0.0
1042,satisfied,Female,Loyal Customer,41,Business travel,Business,2553,1,1,1,1,2,4,4,5,5,5,5,3,5,4,1,0.0
1043,satisfied,Female,disloyal Customer,41,Business travel,Business,1789,5,5,5,4,4,5,4,4,5,3,4,3,5,4,0,0.0
1044,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1799,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0.0
1045,satisfied,Female,Loyal Customer,48,Business travel,Business,978,2,2,1,2,5,4,5,4,4,4,4,5,4,3,26,23.0
1046,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2321,4,4,4,3,1,4,1,1,5,3,5,5,4,1,19,15.0
1047,satisfied,Male,Loyal Customer,41,Business travel,Eco,1936,5,4,4,4,5,5,5,5,1,4,1,4,1,5,0,0.0
1048,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1400,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0.0
1049,satisfied,Male,Loyal Customer,40,Business travel,Business,266,0,0,0,3,3,5,5,4,4,4,4,3,4,3,0,0.0
1050,satisfied,Female,disloyal Customer,20,Business travel,Eco,1713,5,0,5,2,5,0,1,5,1,5,2,5,3,5,0,0.0
1051,satisfied,Male,Loyal Customer,41,Business travel,Business,3772,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0.0
1052,satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,287,5,5,5,5,3,4,3,3,3,2,5,3,3,3,36,103.0
1053,dissatisfied,Male,disloyal Customer,27,Business travel,Business,1569,2,2,2,4,2,2,5,2,4,4,4,4,4,2,0,0.0
1054,satisfied,Female,disloyal Customer,24,Business travel,Eco,2096,4,0,4,1,5,4,3,5,3,3,5,3,4,5,89,82.0
1055,satisfied,Male,Loyal Customer,41,Business travel,Business,3219,1,1,1,1,2,5,4,5,5,5,5,4,5,5,0,0.0
1056,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1871,3,5,2,1,3,2,3,3,4,4,5,5,4,3,0,0.0
1057,dissatisfied,Female,Loyal Customer,32,Personal Travel,Eco,2190,4,4,4,1,3,4,2,3,3,5,5,4,5,3,5,0.0
1058,dissatisfied,Female,Loyal Customer,54,Business travel,Business,91,4,3,3,3,3,4,4,2,2,2,4,4,2,2,28,21.0
1059,dissatisfied,Female,Loyal Customer,11,Personal Travel,Eco,2179,4,4,4,4,3,4,1,3,3,3,2,2,4,3,0,0.0
1060,satisfied,Male,Loyal Customer,43,Business travel,Business,530,5,5,5,5,2,4,1,5,5,5,5,2,5,1,9,4.0
1061,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,2141,0,2,0,2,4,0,2,4,2,2,3,2,2,4,6,1.0
1062,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2517,2,4,2,4,3,2,3,3,4,4,5,3,4,3,6,0.0
1063,satisfied,Male,Loyal Customer,19,Business travel,Business,5030,4,4,4,4,3,3,3,3,3,1,2,2,4,3,0,0.0
1064,dissatisfied,Male,disloyal Customer,45,Business travel,Business,2023,2,2,2,3,2,2,1,2,5,2,4,3,5,2,77,77.0
1065,satisfied,Female,disloyal Customer,24,Business travel,Business,2450,4,0,4,4,4,5,2,5,5,5,4,2,5,2,140,178.0
1066,satisfied,Male,Loyal Customer,47,Business travel,Business,3160,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0.0
1067,satisfied,Male,Loyal Customer,55,Business travel,Eco,1699,2,3,3,3,3,2,3,3,2,1,3,3,4,3,0,0.0
1068,satisfied,Female,Loyal Customer,54,Business travel,Business,2624,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,2.0
1069,satisfied,Male,disloyal Customer,49,Business travel,Business,2909,4,4,4,5,4,4,4,4,3,4,4,4,5,4,13,0.0
1070,dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1755,3,2,3,3,2,3,2,2,1,3,4,2,4,2,19,18.0
1071,dissatisfied,Male,disloyal Customer,14,Business travel,Eco,2336,3,2,2,1,1,2,1,1,5,3,5,3,4,1,12,0.0
1072,dissatisfied,Male,Loyal Customer,36,Business travel,Eco,1945,1,4,3,4,1,1,1,1,1,2,3,2,3,1,0,0.0
1073,satisfied,Female,disloyal Customer,42,Business travel,Business,1385,2,2,2,4,5,2,5,5,3,4,4,3,4,5,0,0.0
1074,satisfied,Male,Loyal Customer,63,Business travel,Business,1506,2,2,2,2,5,5,5,4,4,4,4,4,4,3,21,13.0
1075,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,774,1,1,1,1,5,5,4,4,4,4,4,4,4,4,12,0.0
1076,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,3148,5,5,2,5,2,4,4,4,4,4,4,4,4,5,0,0.0
1077,dissatisfied,Female,Loyal Customer,36,Business travel,Eco Plus,1829,4,1,2,1,4,4,4,4,3,4,3,1,4,4,5,0.0
1078,dissatisfied,Male,Loyal Customer,9,Personal Travel,Business,3166,4,5,4,3,5,4,5,5,3,4,3,4,5,5,0,0.0
1079,dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1684,2,5,2,4,3,2,3,3,2,4,3,4,2,3,2,3.0
1080,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1040,5,0,5,4,5,5,4,1,1,5,1,5,1,4,0,2.0
1081,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2747,3,5,3,1,5,3,5,5,3,4,4,4,4,5,33,49.0
1082,satisfied,Male,Loyal Customer,42,Business travel,Business,509,4,4,4,4,5,5,4,5,5,5,5,5,5,4,0,1.0
1083,satisfied,Female,Loyal Customer,59,Business travel,Business,2841,5,5,5,5,4,4,5,5,5,5,5,4,5,4,0,0.0
1084,satisfied,Female,Loyal Customer,45,Business travel,Eco,312,4,1,2,1,4,1,1,4,4,4,4,5,4,3,5,0.0
1085,dissatisfied,Male,Loyal Customer,35,Business travel,Business,2783,4,2,2,2,4,4,4,4,4,4,4,2,4,4,0,0.0
1086,satisfied,Female,Loyal Customer,43,Business travel,Business,2096,3,3,2,3,4,2,2,4,4,4,4,2,4,2,0,0.0
1087,satisfied,Female,Loyal Customer,72,Business travel,Business,1724,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0.0
1088,satisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,2269,4,4,3,2,3,3,3,3,5,3,5,5,5,3,18,0.0
1089,satisfied,Male,Loyal Customer,38,Business travel,Business,2312,4,5,4,4,5,4,4,5,5,5,5,4,5,3,18,14.0
1090,satisfied,Female,Loyal Customer,38,Business travel,Eco Plus,2176,5,2,2,2,5,5,5,5,3,2,1,3,2,5,1,20.0
1091,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1335,3,4,0,1,3,0,2,3,5,5,2,2,1,3,0,0.0
1092,dissatisfied,Male,Loyal Customer,30,Business travel,Business,1714,1,0,0,1,2,0,2,2,1,3,1,2,2,2,0,0.0
1093,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1729,4,5,4,2,2,4,2,2,1,3,2,2,3,2,4,8.0
1094,satisfied,Male,Loyal Customer,54,Business travel,Business,855,1,1,1,1,3,4,4,5,5,5,5,3,5,5,2,9.0
1095,satisfied,Male,Loyal Customer,30,Business travel,Business,2094,1,1,5,1,4,4,4,4,5,2,5,3,4,4,26,42.0
1096,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2442,2,4,2,4,4,2,5,4,2,3,4,2,4,4,0,21.0
1097,satisfied,Female,Loyal Customer,45,Business travel,Business,1958,5,5,2,5,3,5,5,5,5,5,5,4,5,4,0,0.0
1098,satisfied,Female,Loyal Customer,35,Business travel,Eco Plus,3012,5,4,4,4,5,5,5,5,1,5,4,1,5,5,0,9.0
1099,satisfied,Male,Loyal Customer,48,Business travel,Eco Plus,2208,2,4,4,4,2,2,2,2,3,5,5,1,3,2,0,0.0
1100,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2214,1,1,1,4,5,1,5,5,1,1,3,3,4,5,0,0.0
1101,satisfied,Male,Loyal Customer,32,Business travel,Business,3051,5,5,5,5,4,4,4,4,4,4,5,3,5,4,0,0.0
1102,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2741,2,5,2,4,5,2,5,5,4,4,4,3,4,5,68,57.0
1103,satisfied,Female,disloyal Customer,37,Business travel,Eco,1600,5,5,5,2,4,5,4,4,4,4,4,2,1,4,0,0.0
1104,satisfied,Male,disloyal Customer,25,Business travel,Eco,2312,4,4,4,2,3,4,3,3,2,4,4,1,1,3,0,24.0
1105,satisfied,Male,Loyal Customer,35,Business travel,Business,3487,5,5,5,5,2,5,4,4,4,5,4,3,4,5,0,0.0
1106,dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2751,2,2,2,2,2,2,2,2,3,5,2,4,2,2,106,97.0
1107,dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2215,3,3,3,3,1,3,1,1,4,5,4,3,4,1,56,46.0
1108,satisfied,Female,Loyal Customer,61,Personal Travel,Business,587,2,2,2,2,2,4,4,4,4,5,4,3,4,3,0,51.0
1109,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1344,1,1,1,1,5,5,5,5,5,5,5,5,5,5,47,43.0
1110,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2833,2,4,2,2,1,2,1,1,3,4,4,3,4,1,1,11.0
1111,dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1533,3,4,3,4,5,3,5,5,1,4,4,2,4,5,8,5.0
1112,satisfied,Female,Loyal Customer,35,Business travel,Business,3743,4,4,4,4,2,2,5,4,4,4,4,3,4,2,0,0.0
1113,satisfied,Female,Loyal Customer,38,Business travel,Business,2663,2,2,2,2,4,5,5,4,4,4,4,3,4,4,0,0.0
1114,dissatisfied,Female,Loyal Customer,25,Business travel,Eco,2024,4,5,3,3,4,4,1,4,2,1,2,2,2,4,0,0.0
1115,dissatisfied,Male,disloyal Customer,26,Business travel,Business,1620,3,2,2,1,2,2,2,2,3,5,4,4,5,2,0,0.0
1116,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco Plus,1468,1,4,1,2,2,1,2,2,4,4,5,4,5,2,0,0.0
1117,dissatisfied,Male,Loyal Customer,57,Business travel,Business,2593,2,5,5,5,4,3,2,2,2,2,2,2,2,2,41,99.0
1118,satisfied,Male,Loyal Customer,58,Business travel,Business,356,1,1,1,1,5,5,4,5,5,5,5,5,5,3,0,0.0
1119,dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1879,3,4,3,2,5,3,5,5,2,4,3,2,5,5,0,0.0
1120,dissatisfied,Female,Loyal Customer,68,Business travel,Eco,250,3,3,5,3,4,3,3,3,3,3,3,3,3,4,13,6.0
1121,satisfied,Male,Loyal Customer,42,Business travel,Business,3396,3,3,1,3,2,5,4,5,5,5,5,4,5,4,23,36.0
1122,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,589,4,4,4,4,2,5,4,5,5,5,5,3,5,3,0,0.0
1123,satisfied,Male,Loyal Customer,36,Business travel,Business,2126,2,2,2,2,2,4,4,5,5,5,5,3,5,4,0,0.0
1124,dissatisfied,Female,disloyal Customer,39,Business travel,Business,2297,2,2,2,4,4,2,4,4,3,5,3,2,4,4,0,0.0
1125,dissatisfied,Female,Loyal Customer,49,Business travel,Eco,106,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0,0.0
1126,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1737,2,2,2,2,2,5,4,4,4,4,4,4,4,4,39,22.0
1127,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1871,2,5,2,3,3,2,3,3,5,5,5,5,4,3,0,0.0
1128,dissatisfied,Female,Loyal Customer,39,Business travel,Business,2485,2,3,3,3,4,3,3,2,2,2,2,4,2,1,8,0.0
1129,satisfied,Female,disloyal Customer,11,Business travel,Business,1862,4,0,4,5,5,4,5,5,3,2,5,4,4,5,0,0.0
1130,dissatisfied,Male,Loyal Customer,45,Business travel,Eco,1938,1,2,2,2,2,1,2,2,1,4,4,1,4,2,0,9.0
1131,satisfied,Male,Loyal Customer,19,Personal Travel,Eco,4283,4,5,4,3,3,4,3,3,4,5,5,4,4,3,4,0.0
1132,satisfied,Female,Loyal Customer,21,Business travel,Business,5193,1,1,1,1,5,4,5,5,3,3,3,3,4,5,0,3.0
1133,dissatisfied,Male,disloyal Customer,50,Business travel,Eco,3793,2,2,2,3,3,2,3,3,1,2,2,1,2,3,0,10.0
1134,dissatisfied,Female,Loyal Customer,49,Personal Travel,Eco,764,4,5,4,1,4,4,4,5,5,4,5,4,5,5,0,0.0
1135,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1909,2,5,2,2,3,2,3,3,4,1,4,5,3,3,65,62.0
1136,satisfied,Female,Loyal Customer,54,Business travel,Business,2856,1,1,1,1,3,2,2,5,5,5,5,1,5,1,0,0.0
1137,dissatisfied,Male,Loyal Customer,40,Business travel,Business,1573,2,4,4,4,4,4,4,2,2,2,2,3,2,2,14,35.0
1138,dissatisfied,Male,Loyal Customer,64,Business travel,Eco,2411,3,3,3,3,3,3,3,3,2,2,3,3,3,3,9,37.0
1139,satisfied,Male,Loyal Customer,32,Personal Travel,Eco,2860,5,4,5,2,1,4,1,1,4,4,5,5,4,1,0,0.0
1140,dissatisfied,Female,Loyal Customer,12,Business travel,Business,5558,2,1,1,1,2,3,2,2,4,1,4,4,4,2,0,0.0
1141,dissatisfied,Male,disloyal Customer,36,Business travel,Business,2584,2,2,2,5,2,2,3,2,4,5,4,4,3,2,59,36.0
1142,satisfied,Male,Loyal Customer,48,Personal Travel,Eco,1460,4,5,4,4,5,4,4,5,4,2,4,5,5,5,0,0.0
1143,dissatisfied,Female,Loyal Customer,21,Personal Travel,Eco,1481,4,5,4,1,5,4,5,5,3,3,5,5,4,5,24,13.0
1144,dissatisfied,Female,Loyal Customer,55,Business travel,Business,2573,1,0,0,4,5,3,4,5,5,0,5,4,5,2,0,3.0
1145,satisfied,Male,Loyal Customer,31,Business travel,Business,2572,5,5,5,5,4,4,4,4,3,3,5,3,4,4,8,4.0
1146,dissatisfied,Male,Loyal Customer,37,Business travel,Eco,2471,1,3,3,3,1,1,1,1,4,2,1,2,1,1,27,28.0
1147,satisfied,Male,Loyal Customer,44,Business travel,Business,394,3,2,3,3,3,4,1,3,3,3,3,5,3,5,0,0.0
1148,satisfied,Female,Loyal Customer,18,Business travel,Business,3121,4,4,4,4,5,5,5,5,1,5,5,4,1,5,0,0.0
1149,satisfied,Female,Loyal Customer,29,Business travel,Business,2041,2,2,2,2,4,4,4,4,4,3,5,4,4,4,1,12.0
1150,satisfied,Male,Loyal Customer,39,Business travel,Business,2914,4,4,4,4,4,4,4,4,4,4,4,5,4,4,51,49.0
1151,dissatisfied,Female,Loyal Customer,23,Business travel,Business,1232,1,1,1,1,1,1,1,1,2,5,4,4,3,1,0,0.0
1152,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1916,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0
1153,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2190,5,5,5,5,3,5,3,3,5,3,5,3,4,3,27,21.0
1154,satisfied,Male,Loyal Customer,52,Business travel,Business,3849,5,5,5,5,5,5,5,4,4,4,4,4,4,3,8,10.0
1155,dissatisfied,Female,Loyal Customer,14,Business travel,Eco Plus,2264,3,2,2,2,3,3,3,3,2,1,3,1,3,3,12,51.0
1156,satisfied,Female,Loyal Customer,60,Business travel,Business,1091,3,3,2,3,5,5,5,4,4,4,4,3,4,4,0,0.0
1157,dissatisfied,Male,Loyal Customer,18,Business travel,Business,3272,3,4,4,4,3,3,3,3,1,2,3,3,3,3,277,268.0
1158,satisfied,Male,Loyal Customer,19,Business travel,Business,2432,3,3,3,3,5,5,5,5,4,2,3,5,5,5,0,12.0
1159,satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,1341,1,1,1,1,3,4,3,3,5,2,4,3,4,3,0,0.0
1160,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,3277,2,2,2,2,4,4,4,4,2,3,1,2,5,4,0,6.0
1161,satisfied,Female,Loyal Customer,47,Business travel,Business,1457,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0.0
1162,satisfied,Male,Loyal Customer,31,Business travel,Business,2282,4,4,4,4,4,4,4,4,3,3,5,4,4,4,0,0.0
1163,satisfied,Female,Loyal Customer,46,Business travel,Business,1644,1,1,1,1,5,5,4,4,4,4,4,4,4,5,96,86.0
1164,dissatisfied,Female,disloyal Customer,41,Business travel,Business,1209,3,3,3,4,4,3,4,4,1,3,4,1,3,4,9,17.0
1165,satisfied,Male,Loyal Customer,20,Business travel,Business,2170,2,2,2,2,4,4,4,4,1,1,4,4,3,4,0,0.0
1166,dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,461,3,5,4,4,4,5,4,1,1,4,1,4,1,5,0,0.0
1167,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2285,2,2,2,4,4,2,5,4,2,3,4,2,3,4,3,0.0
1168,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1712,3,3,3,3,2,5,5,4,4,5,5,5,4,5,27,17.0
1169,dissatisfied,Female,Loyal Customer,35,Personal Travel,Eco,2236,4,5,4,5,1,4,1,1,3,3,4,3,5,1,0,0.0
1170,dissatisfied,Male,disloyal Customer,46,Business travel,Business,4074,1,0,0,3,1,4,4,4,4,5,4,4,5,4,0,6.0
1171,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1680,2,4,2,3,2,2,2,2,4,3,4,3,4,2,0,9.0
1172,satisfied,Female,Loyal Customer,40,Business travel,Business,3623,2,2,2,2,5,4,4,5,5,4,5,4,5,4,0,0.0
1173,dissatisfied,Male,Loyal Customer,37,Business travel,Business,2054,2,3,3,3,2,2,3,2,2,1,2,1,2,3,0,0.0
1174,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3209,4,5,4,5,1,4,1,1,5,2,3,3,4,1,0,0.0
1175,dissatisfied,Male,Loyal Customer,63,Business travel,Business,354,2,4,4,4,2,2,2,2,2,2,2,2,2,4,0,5.0
1176,satisfied,Male,Loyal Customer,44,Business travel,Business,1790,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,0.0
1177,satisfied,Male,Loyal Customer,49,Business travel,Eco,1451,5,1,1,1,5,5,5,5,3,2,5,3,3,5,0,2.0
1178,satisfied,Female,Loyal Customer,58,Business travel,Business,1857,3,3,4,3,2,4,5,4,4,4,4,4,4,5,0,0.0
1179,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2790,3,3,3,1,5,3,1,5,2,1,5,1,4,5,14,6.0
1180,dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1639,4,0,4,1,2,4,2,2,5,2,2,2,4,2,0,0.0
1181,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2410,0,2,0,3,1,0,1,1,4,5,3,1,4,1,0,0.0
1182,dissatisfied,Female,Loyal Customer,12,Business travel,Eco Plus,2064,3,5,5,5,3,3,1,3,3,5,4,2,4,3,0,12.0
1183,satisfied,Female,Loyal Customer,43,Business travel,Business,3555,5,5,5,5,4,3,4,4,4,4,4,4,4,4,0,0.0
1184,satisfied,Male,Loyal Customer,38,Business travel,Eco,1181,5,2,2,2,5,5,5,5,4,4,3,1,3,5,0,0.0
1185,satisfied,Male,Loyal Customer,49,Business travel,Business,2813,3,3,3,3,2,5,4,5,5,5,5,3,5,4,22,6.0
1186,satisfied,Male,Loyal Customer,47,Business travel,Eco Plus,1731,4,4,4,4,4,4,4,4,3,3,1,4,2,4,0,0.0
1187,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2103,2,4,2,4,5,2,2,5,3,4,5,5,5,5,0,0.0
1188,dissatisfied,Male,Loyal Customer,49,Business travel,Business,258,4,5,3,5,4,2,2,4,4,4,4,4,4,3,0,0.0
1189,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1683,3,0,3,1,4,3,4,4,1,3,3,4,1,4,0,0.0
1190,satisfied,Male,Loyal Customer,53,Business travel,Business,2907,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0.0
1191,dissatisfied,Female,Loyal Customer,47,Business travel,Business,1725,2,4,1,4,3,2,4,2,2,2,2,2,2,3,3,0.0
1192,dissatisfied,Male,disloyal Customer,33,Business travel,Business,1599,3,3,3,4,3,3,3,3,4,4,5,5,5,3,0,0.0
1193,satisfied,Male,Loyal Customer,31,Business travel,Business,3467,4,4,4,4,5,5,5,5,4,3,2,1,2,5,0,0.0
1194,satisfied,Female,Loyal Customer,41,Business travel,Business,3582,2,2,2,2,5,5,4,2,2,2,2,5,2,4,0,0.0
1195,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2598,3,4,3,3,5,3,5,5,2,4,3,1,3,5,13,9.0
1196,satisfied,Male,Loyal Customer,40,Business travel,Business,452,5,5,1,5,5,1,5,4,4,4,4,4,4,1,6,0.0
1197,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1945,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0,0.0
1198,satisfied,Male,Loyal Customer,47,Business travel,Business,3631,1,3,1,1,5,5,4,5,5,5,5,4,5,4,4,27.0
1199,dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco,610,4,5,4,3,4,1,2,1,1,4,1,5,1,1,10,3.0
1200,satisfied,Female,Loyal Customer,34,Business travel,Business,3542,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0.0
1201,satisfied,Female,Loyal Customer,19,Personal Travel,Eco Plus,1875,5,3,5,2,3,4,4,1,1,5,1,5,1,2,6,0.0
1202,dissatisfied,Female,Loyal Customer,57,Personal Travel,Eco,6924,3,4,3,5,3,3,3,3,1,5,1,3,3,3,12,17.0
1203,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1809,1,4,5,2,3,5,3,3,5,5,5,5,5,3,2,0.0
1204,satisfied,Female,Loyal Customer,39,Business travel,Eco Plus,2288,4,2,2,2,4,4,4,4,3,1,4,1,3,4,0,20.0
